N = 3, l = 10, Steps = 1000
g,T,P,tau,Potential Mean,Potential Error,Correlation Mean,Correlation Error
1.0,0.5,1,2.0,-3.065119833984375,0.03957133761996107,1.2925933535156253,0.03996661050467057
1.0,0.5,3,0.6666666666666666,-2.12226926953125,0.06081937758569591,0.7734768457031249,0.0554650411811488
1.0,0.5,2,1.0,-2.133623466796875,0.061534883505201574,0.741260513671875,0.05468406267069957
