N = 100, P = 2, g = 1.000000, T = 1.000000, l = 10, Block = 1, Number of Blocks = 1, Number of Steps = 100000
MC Step, Potential Energy, Correlation
1,-198.000000,99.000000
2,-149.015268,77.122389
3,-117.637735,53.714500
4,-116.668523,52.430225
5,-112.805208,45.550063
6,-110.001917,46.773739
7,-103.296469,48.395281
8,-117.085203,42.284662
9,-108.176774,39.401846
10,-96.012732,36.704082
11,-96.054881,29.896137
12,-89.350047,29.043506
13,-98.074588,44.475896
14,-105.818662,45.117568
15,-96.747173,36.223484
16,-91.319332,30.400106
17,-91.605484,27.186010
18,-83.248116,15.770041
19,-90.042887,20.900868
20,-82.224026,13.215456
21,-73.422681,23.726349
22,-80.568709,27.320089
23,-80.019209,34.829276
24,-84.234050,38.807436
25,-83.814408,34.872314
26,-75.675889,13.850684
27,-80.340042,16.062640
28,-87.601538,26.935947
29,-91.823505,22.008599
30,-85.658354,16.557795
31,-90.913414,30.959011
32,-97.889193,31.847955
33,-101.508315,30.709086
34,-84.700686,32.519030
35,-93.407802,33.671913
36,-75.604483,23.662949
37,-101.449285,44.728194
38,-91.248733,33.741391
39,-96.982304,25.444432
40,-86.809432,29.824238
41,-80.546374,18.733825
42,-81.023390,31.883701
43,-90.025522,27.875027
44,-77.143746,25.711905
45,-84.517878,30.723320
46,-80.062934,21.798857
47,-83.199284,23.059250
48,-97.904312,39.703082
49,-86.245547,29.486334
50,-74.107305,24.535878
51,-63.591661,11.788459
52,-65.269123,21.687324
53,-83.825542,20.652525
54,-70.954217,25.156166
55,-81.625075,22.532197
56,-88.929848,26.951221
57,-70.859702,17.511174
58,-68.237446,34.545668
59,-63.905664,27.418116
60,-100.228401,31.693410
61,-92.936003,27.809186
62,-90.337013,21.621592
63,-77.881703,30.373864
64,-83.971148,38.986699
65,-92.191676,34.481282
66,-90.473810,27.419748
67,-103.384181,39.398741
68,-91.407912,39.982368
69,-90.642716,37.623393
70,-95.698666,25.048033
71,-99.918870,20.255813
72,-102.848216,41.510903
73,-101.753720,44.610461
74,-90.240143,40.634060
75,-101.621074,35.283759
76,-94.200063,38.729087
77,-93.201160,41.170211
78,-90.277947,31.672233
79,-80.345195,29.362293
80,-68.149724,16.563462
81,-88.847290,28.906135
82,-84.287716,36.100073
83,-98.838264,26.597071
84,-78.407063,15.190611
85,-98.137577,26.031708
86,-81.659760,15.518009
87,-93.391479,29.900140
88,-82.797056,24.475661
89,-88.262362,27.996244
90,-82.114235,22.261341
91,-77.240229,14.742524
92,-92.409645,35.824743
93,-91.321209,33.117828
94,-94.150402,37.985500
95,-75.544015,20.729008
96,-71.689472,26.783266
97,-51.363616,15.668883
98,-74.919727,31.420680
99,-89.553449,36.354131
100,-84.340614,23.360227
101,-92.626811,28.582682
102,-87.953874,24.430240
103,-88.735250,34.333825
104,-90.433354,43.695077
105,-91.038563,33.303468
106,-80.305302,24.411713
107,-75.938443,20.901437
108,-85.430464,19.011633
109,-86.971802,29.761007
110,-67.119956,16.027635
111,-79.585002,22.392159
112,-77.868361,19.691328
113,-89.467853,33.857174
114,-84.656855,24.959039
115,-83.930433,26.898972
116,-81.760398,23.442415
117,-80.692940,20.195645
118,-76.894899,22.911363
119,-82.368935,15.099789
120,-81.545924,25.424288
121,-81.743825,35.727836
122,-94.159245,34.866946
123,-91.749476,26.863216
124,-87.090307,18.714845
125,-76.389126,18.507581
126,-86.217384,25.030361
127,-85.321221,18.026243
128,-94.368455,39.435646
129,-82.354441,25.769429
130,-90.616137,24.456714
131,-93.149587,27.414141
132,-101.208349,25.013440
133,-78.787650,20.291476
134,-83.694285,18.517796
135,-74.499539,15.814345
136,-82.596082,18.207857
137,-78.712590,9.882051
138,-69.346710,6.735032
139,-87.841140,13.897729
140,-83.467933,21.414003
141,-89.960956,27.143570
142,-93.536214,21.559888
143,-92.051026,23.592410
144,-84.290437,18.746956
145,-92.051579,35.142179
146,-93.513165,29.025049
147,-89.392351,14.401524
148,-88.974184,13.476912
149,-84.227842,23.480912
150,-92.536982,26.438403
151,-97.832076,21.658714
152,-93.660567,23.870579
153,-76.764108,21.932403
154,-88.619073,36.230175
155,-85.127001,32.401276
156,-97.830882,40.548001
157,-99.815264,38.429334
158,-104.456475,40.694819
159,-104.932138,35.811855
160,-109.823646,39.137945
161,-88.572118,28.996525
162,-96.285313,25.717447
163,-100.310467,32.997853
164,-98.221288,40.365075
165,-102.133513,35.183242
166,-95.786100,29.876150
167,-73.041394,25.690000
168,-101.437895,32.220873
169,-99.903907,31.818308
170,-84.939034,29.627556
171,-88.989425,26.481633
172,-109.031098,42.744264
173,-79.099584,31.409833
174,-88.079790,26.066727
175,-81.671829,28.928469
176,-91.314486,29.060321
177,-95.317881,34.130745
178,-75.359178,29.129395
179,-87.669636,27.228202
180,-91.451057,37.715292
181,-73.700436,18.943609
182,-78.673647,15.720379
183,-89.147359,35.303369
184,-82.678537,23.312942
185,-88.980431,29.840986
186,-77.148564,21.095301
187,-85.827372,17.101766
188,-72.319320,8.696500
189,-71.949419,4.550674
190,-65.818328,5.509980
191,-72.706127,12.452815
192,-87.095826,15.817719
193,-72.744283,15.625452
194,-76.149541,23.756214
195,-74.458550,15.647201
196,-75.084703,8.703211
197,-89.181849,26.174906
198,-89.478341,23.756931
199,-84.793139,17.818910
200,-77.806909,11.196569
201,-65.116886,15.155625
202,-79.754523,21.723940
203,-72.178278,14.409183
204,-62.402517,10.712962
205,-60.741285,20.034153
206,-72.925885,24.787880
207,-80.888111,10.059343
208,-79.842875,25.790651
209,-76.889986,22.241111
210,-89.145757,25.448177
211,-86.649983,16.630414
212,-88.238981,34.043390
213,-78.586357,23.800695
214,-98.631910,24.857789
215,-90.215965,31.575117
216,-91.554371,30.287030
217,-88.435317,18.085655
218,-73.799914,20.007069
219,-70.928293,26.979651
220,-95.688695,29.083596
221,-86.128812,34.169503
222,-85.787916,33.208735
223,-74.841570,34.197121
224,-69.359326,13.334203
225,-79.080838,22.784762
226,-90.296945,28.815764
227,-84.228790,26.951817
228,-93.690711,22.534333
229,-81.655506,25.271490
230,-71.340222,29.947569
231,-82.010972,23.079126
232,-105.427752,33.518238
233,-80.488071,24.519986
234,-93.602730,30.211757
235,-83.104381,32.890414
236,-72.555851,28.081873
237,-78.589578,25.346130
238,-79.303757,23.430895
239,-84.734417,27.515360
240,-95.238247,33.745506
241,-93.106836,37.608084
242,-95.406002,26.266566
243,-71.603946,27.705220
244,-80.222654,22.776725
245,-72.052792,20.345305
246,-77.016026,21.124554
247,-80.701491,30.904705
248,-77.442841,20.015551
249,-80.994425,25.029993
250,-56.787001,16.685143
251,-82.746295,4.006712
252,-70.222413,-0.368648
253,-79.385439,20.638882
254,-87.983128,24.089804
255,-75.696953,16.771115
256,-72.084337,26.528558
257,-87.215649,33.118463
258,-78.146899,20.989982
259,-92.675070,28.759607
260,-79.967274,32.494849
261,-81.205070,19.760096
262,-91.334018,27.441209
263,-94.933583,25.476585
264,-88.050319,40.854992
265,-97.673877,38.430383
266,-77.140316,37.149591
267,-72.697483,24.395495
268,-81.113094,19.597798
269,-61.203503,27.227479
270,-81.828387,20.305509
271,-77.307482,21.858259
272,-83.271832,26.857469
273,-79.448306,25.015310
274,-77.195566,28.941183
275,-84.798230,24.087545
276,-92.234061,22.679858
277,-97.563741,24.827362
278,-93.140673,28.983783
279,-100.662930,44.066067
280,-82.620720,21.389972
281,-95.916510,27.664249
282,-86.752562,31.221912
283,-63.590872,22.229275
284,-64.424924,19.391579
285,-85.064162,20.775863
286,-62.525805,15.533795
287,-75.434021,19.551381
288,-93.450667,34.849514
289,-77.079873,5.763080
290,-67.843131,13.333403
291,-89.590570,14.892322
292,-98.113264,25.337235
293,-76.675146,25.020619
294,-71.553790,18.486634
295,-74.763828,14.853370
296,-74.240929,14.815080
297,-91.768718,35.192266
298,-78.480445,29.212238
299,-87.631678,35.150389
300,-87.544168,17.233606
301,-88.944083,27.417263
302,-94.484741,30.547801
303,-88.705522,25.804606
304,-80.444386,24.521238
305,-82.837318,19.507458
306,-80.095908,17.524156
307,-79.757611,23.555889
308,-68.545600,17.186930
309,-61.795727,15.551006
310,-71.565762,13.794113
311,-83.101956,24.097196
312,-63.346236,21.515978
313,-74.594540,22.481740
314,-70.053996,25.075528
315,-84.210806,26.933856
316,-87.168903,28.357010
317,-99.081364,28.365143
318,-89.036241,23.003036
319,-89.132245,22.829478
320,-74.119882,21.662865
321,-73.453609,0.833645
322,-83.922847,12.239198
323,-76.722277,17.946348
324,-79.205967,21.599929
325,-86.430279,24.124497
326,-76.404070,31.969830
327,-89.736155,17.476058
328,-91.854024,28.837748
329,-104.699658,36.996928
330,-92.325286,35.295368
331,-92.958356,28.063311
332,-75.736024,17.693211
333,-76.381391,26.791007
334,-90.869776,26.581205
335,-83.674245,26.070522
336,-85.509854,25.427455
337,-93.705883,40.238328
338,-79.604882,22.978497
339,-87.877447,20.762609
340,-81.618758,20.062319
341,-77.776662,23.210346
342,-76.028131,24.280256
343,-74.810105,21.541132
344,-93.219653,26.631267
345,-86.588138,29.087421
346,-84.195407,22.690915
347,-95.539192,34.481806
348,-84.522502,28.544202
349,-85.117831,30.485382
350,-79.354249,26.905490
351,-68.916289,21.442756
352,-81.195350,19.529249
353,-78.523684,8.922986
354,-76.974297,20.810435
355,-73.560144,10.358448
356,-94.967185,30.172474
357,-89.343092,34.616695
358,-90.623609,32.877067
359,-83.103412,35.738597
360,-80.266740,30.088331
361,-79.346134,22.413639
362,-77.967930,12.713468
363,-59.884387,10.802688
364,-73.810233,11.858806
365,-74.341581,12.823164
366,-69.161999,20.338236
367,-87.369800,20.334667
368,-84.623711,12.838328
369,-93.479408,18.295875
370,-84.835087,14.318898
371,-78.637936,30.814017
372,-64.632865,24.325082
373,-81.299303,23.347606
374,-86.562617,23.587003
375,-73.297231,18.700230
376,-91.578537,16.326083
377,-88.293187,20.621940
378,-92.849326,26.880022
379,-92.713333,31.082259
380,-78.026371,26.608866
381,-85.507665,22.756079
382,-72.363795,25.173558
383,-87.331556,30.913544
384,-100.205083,26.561528
385,-84.525771,24.913598
386,-80.885633,22.066481
387,-91.789347,24.718672
388,-98.168275,32.716594
389,-64.064533,28.189218
390,-73.694982,24.534707
391,-78.256496,13.161446
392,-64.410039,10.433601
393,-76.963746,24.375550
394,-86.702309,20.746455
395,-87.820287,28.939295
396,-75.813340,19.600111
397,-89.728945,25.347146
398,-93.483853,25.089561
399,-94.616050,29.765301
400,-87.383954,24.650433
401,-89.606110,22.131949
402,-99.587498,31.385583
403,-97.274783,36.724323
404,-105.727207,33.224444
405,-87.954585,29.909452
406,-79.724893,28.514281
407,-84.256188,33.514449
408,-87.746674,39.708981
409,-99.669614,27.962719
410,-99.761063,35.651809
411,-98.914582,31.366033
412,-93.181767,39.691690
413,-91.675470,35.614484
414,-91.297960,34.146249
415,-93.014183,34.071833
416,-103.196106,28.019522
417,-79.374949,18.390186
418,-87.536922,19.589144
419,-86.503188,20.072286
420,-98.056062,30.219280
421,-88.078291,32.780956
422,-81.037784,29.020395
423,-87.582578,35.457120
424,-82.991611,28.219720
425,-81.967598,25.474344
426,-91.279621,28.610197
427,-91.316296,27.397320
428,-79.025749,40.112426
429,-77.620878,32.950214
430,-94.288579,31.670253
431,-106.179134,25.612667
432,-91.077965,29.346739
433,-82.419993,41.272592
434,-92.280267,28.006299
435,-90.353329,18.662389
436,-70.606594,22.319483
437,-76.388292,23.679692
438,-79.059019,27.256391
439,-61.094139,27.257783
440,-79.175023,17.496128
441,-80.588228,24.979173
442,-76.921512,36.764342
443,-78.337857,26.395933
444,-71.358908,12.923374
445,-82.514817,31.511184
446,-97.514361,43.256999
447,-89.288572,25.796408
448,-79.713559,9.776626
449,-86.755566,23.753234
450,-78.015779,12.651927
451,-102.009530,35.672058
452,-109.310648,43.052820
453,-98.635277,36.041725
454,-83.502797,39.738509
455,-98.701615,30.842167
456,-99.972784,29.664831
457,-85.869254,27.183230
458,-93.198096,30.638780
459,-91.500172,32.984711
460,-97.676688,39.614196
461,-86.308828,26.862897
462,-83.855057,19.895209
463,-91.079879,35.492038
464,-77.379356,15.503201
465,-80.566809,19.149738
466,-69.681197,12.820409
467,-77.082774,22.487468
468,-61.300701,13.383687
469,-82.003842,23.965609
470,-81.940184,18.499660
471,-82.755074,18.149047
472,-79.882512,17.279504
473,-74.808215,7.096468
474,-66.199775,11.387372
475,-78.319123,18.601749
476,-87.884232,22.223570
477,-90.517895,33.957145
478,-82.352062,24.528271
479,-79.764855,23.515228
480,-87.490737,21.793914
481,-89.863294,29.538450
482,-76.477606,25.001466
483,-75.969089,34.027905
484,-106.422227,46.693602
485,-109.048681,47.421340
486,-95.228355,30.893895
487,-82.737042,30.716139
488,-85.541529,37.049616
489,-91.378219,32.905501
490,-92.722728,32.773670
491,-103.027483,38.306006
492,-84.554478,35.390593
493,-105.582409,34.918395
494,-97.951191,42.323239
495,-103.445921,37.424374
496,-101.868477,45.195304
497,-93.039296,27.837646
498,-115.730541,48.157352
499,-92.024057,31.059708
500,-86.453042,32.889838
501,-104.483100,33.399648
502,-95.225234,32.300997
503,-114.840813,38.990624
504,-98.508688,39.509060
505,-95.563485,41.028399
506,-103.202228,41.778116
507,-97.737481,38.393612
508,-89.105281,43.872365
509,-92.320995,34.745233
510,-95.364030,36.518835
511,-89.871932,25.318957
512,-89.306159,19.999409
513,-97.825694,26.003522
514,-84.706444,30.375201
515,-105.608191,40.410622
516,-84.904861,36.462548
517,-89.534004,30.654313
518,-95.024985,25.286300
519,-96.762577,22.131144
520,-103.159833,45.703911
521,-117.070909,52.283514
522,-93.037810,35.883613
523,-76.211357,21.724223
524,-87.377020,36.333196
525,-95.827955,28.263431
526,-102.307826,25.908601
527,-93.669671,30.385571
528,-89.831638,28.873803
529,-106.500467,34.146625
