N = 3, P = 6, g = 0.200000, T = 1.000000, l = 10, Block = 1, Number of Blocks = 1, Number of Steps = 100000
MC Step, Potential Energy, Correlation
1,-0.800000,2.000000
2,-0.667030,1.191580
3,-0.577144,0.900969
4,-0.730496,1.826239
5,-0.279288,0.698220
6,-0.106825,-0.134659
7,-0.558623,1.623490
8,-0.364888,1.449729
9,0.022083,0.266948
10,0.087383,0.733052
11,-0.171177,0.733052
12,-0.467392,1.449729
13,-0.239702,1.030303
14,-0.433789,1.246980
15,-0.454510,1.320914
16,0.037198,-0.147791
17,0.095349,-1.233052
18,-0.256177,-1.400969
19,-0.321440,0.123490
20,-0.298472,1.781812
21,-0.160388,0.400969
22,-0.476632,1.191580
23,-0.054935,1.652478
24,0.218433,1.449729
25,-0.121951,1.623490
26,-0.432640,1.623490
27,-0.176028,0.440071
28,-0.579891,1.449729
29,-0.429892,1.074730
30,-0.540098,1.826239
31,-0.540098,1.826239
32,-0.630476,1.955573
33,-0.712725,1.781812
34,-0.293221,0.733052
35,-0.041454,1.246980
36,-0.054935,1.652478
37,-0.063534,1.911146
38,0.149532,1.246980
39,0.073925,0.093187
40,-0.094546,-0.033258
41,-0.073513,0.455573
42,-0.051961,0.222521
43,-0.040305,0.123490
44,-0.001602,-0.147791
45,0.343429,-0.955573
46,0.454816,-0.914101
47,0.526977,-0.367711
48,0.446029,-0.826239
49,0.003220,0.455573
50,0.082624,1.652478
51,-0.112104,1.449729
52,0.224943,1.449729
53,0.000330,0.440071
54,0.356552,0.900969
55,0.036534,0.730682
56,0.288199,1.320914
57,0.218433,1.449729
58,0.209903,0.900969
59,0.259299,0.777479
60,-0.019787,1.030303
61,0.144841,1.030303
62,0.217889,1.191580
63,0.100317,0.603718
64,0.029892,-0.074730
65,-0.033721,-0.033258
66,-0.360388,0.900969
67,0.004771,0.440071
68,-0.429892,1.074730
69,-0.419651,0.455573
70,-0.423962,-0.109562
71,-0.469974,0.603718
72,-0.200000,0.500000
73,-0.391095,-0.826239
74,-0.452314,-0.955573
75,-0.630679,0.440071
76,-0.224397,-0.722521
77,-0.372831,-0.367711
78,-0.212443,-0.074730
79,-0.391095,-0.826239
80,-0.295125,-0.623490
81,-0.081612,-0.162592
82,-0.029073,0.011169
83,0.013303,-0.033258
84,0.013303,-0.033258
85,0.013303,-0.033258
86,-0.005425,-0.109562
87,-0.013450,-0.162592
88,0.128064,0.326239
89,-0.063825,-0.162592
90,0.043147,0.400969
91,0.096950,0.900969
92,0.060992,0.222521
93,-0.147114,1.191580
94,-0.242844,1.449729
95,-0.352402,1.191580
96,-0.318799,0.988831
97,0.000301,0.400969
98,0.164795,0.222521
99,-0.023581,-0.134659
100,0.016154,0.326239
101,-0.242168,0.222521
102,-0.089008,0.222521
103,-0.182229,0.455573
104,-0.233757,-0.365341
105,-0.142543,0.222521
106,0.065037,-0.162592
107,-0.142132,0.054604
108,-0.057128,0.142820
109,-0.057187,0.123490
110,-0.476632,1.191580
111,-0.317649,1.365341
112,-0.364888,1.449729
113,-0.477124,1.030303
114,-0.633427,0.988831
115,-0.200000,0.500000
116,-0.317649,1.365341
117,0.109299,0.777479
118,-0.017633,0.142820
119,-0.156853,0.900969
120,-0.051961,0.222521
121,0.088061,0.222521
122,0.085549,-0.367711
123,-0.054443,-0.955573
124,-0.064420,-0.722521
125,-0.001602,-0.147791
126,-0.193207,-0.162592
127,-0.260115,-0.365341
128,-0.024323,-1.123490
129,0.273715,-1.634021
130,0.206549,-1.233052
131,0.414327,-1.400969
132,0.212586,-1.721883
133,-0.119205,-1.000000
134,0.259196,-1.488831
135,-0.017713,-1.634021
136,0.386579,-1.123490
137,0.349021,-0.623490
138,0.128064,0.326239
139,-0.248883,0.988831
140,-0.027581,0.500000
141,-0.234151,0.149460
142,-0.223748,0.142820
143,-0.427296,0.698220
144,-0.427296,0.698220
145,-0.044309,-0.535628
146,0.043825,-0.109562
147,-0.478926,0.440071
148,-0.125642,0.455573
149,-0.240097,0.900969
150,-0.343903,1.246980
151,-0.352007,1.320914
152,-0.205345,1.074730
153,-0.392090,1.826239
154,-0.448472,1.781812
155,-0.392090,1.826239
156,-0.474339,1.652478
157,0.128766,1.579063
158,-0.392090,1.826239
159,-0.336274,1.030303
160,-0.515380,1.579063
161,0.231314,1.320914
162,-0.085545,0.054604
163,-0.187667,-0.826239
164,0.141490,0.455573
165,0.005496,0.777479
166,-0.004305,0.142820
167,0.049451,-0.658322
168,-0.005425,-0.109562
169,0.420841,-1.466104
170,0.127748,-0.445042
171,0.175434,-0.658322
172,0.022083,0.266948
173,-0.046366,0.093187
174,0.053864,-0.134659
175,-0.466997,1.579063
176,-0.042238,0.142820
177,0.008681,0.400969
178,-0.137292,-0.826239
179,-0.214025,-0.826239
180,-0.130194,0.099031
181,-0.246742,-0.623490
182,-0.207942,-0.623490
183,0.052504,-0.425270
184,0.007062,-0.367711
185,0.055871,-0.722521
186,-0.092543,-0.277479
187,-0.007832,-0.722521
188,0.034393,-0.623490
189,0.146136,-0.365341
190,0.104142,0.054604
191,0.128064,0.326239
192,0.125771,-0.425270
193,-0.043963,0.011169
194,0.365640,-0.914101
195,0.595532,-1.488831
196,0.365640,-0.914101
197,-0.226467,-0.826239
198,0.034393,-0.623490
199,0.110992,-0.277479
200,0.038875,0.099031
201,0.100410,0.099031
202,-0.107775,0.099031
203,0.259299,0.777479
204,0.468057,0.988831
205,0.354216,1.623490
206,0.086570,-0.033258
207,-0.183381,-0.365341
208,0.102340,-0.535628
209,0.028592,-1.488831
210,-0.137292,-0.826239
211,-0.142527,-0.074730
212,-0.170895,-0.623490
213,-0.256177,-1.400969
214,-0.245125,-1.123490
215,-0.372831,-0.367711
216,-0.207942,-0.623490
217,-0.208959,-0.109562
218,-0.059769,-0.722521
219,-0.098102,-1.721883
220,-0.345564,-1.889800
221,-0.173344,-1.233052
222,-0.423270,-1.634021
223,-0.301531,-1.721883
224,0.097251,-1.400969
225,0.426769,-1.400969
226,-0.020486,-1.889800
227,-0.039011,-1.801938
228,-0.017713,-1.634021
229,-0.571893,-0.147791
230,0.042225,-1.400969
231,-0.294822,-1.400969
