N = 100, P = 6, g = 1.000000, T = 1.000000, l = 10, Block = 1, Number of Blocks = 1, Number of Steps = 100000
MC Step, Potential Energy, Correlation
1,-198.000000,99.000000
2,-177.305781,89.106755
3,-162.234240,78.031092
4,-145.789730,70.640747
5,-131.427064,68.744522
6,-133.408225,68.176986
7,-139.487639,66.046426
8,-139.968464,72.532166
9,-119.925005,58.665268
10,-121.569566,61.287290
11,-124.294838,59.691694
12,-115.925335,56.823429
13,-121.180453,60.864824
14,-119.118345,56.560656
15,-134.497182,68.707488
16,-115.525455,60.511787
17,-115.067759,57.355018
18,-118.485328,50.486762
19,-128.793290,57.273545
20,-116.164787,56.981831
21,-117.666515,57.752485
22,-117.865622,61.175526
23,-102.255328,49.623780
24,-121.739813,49.614527
25,-119.825946,51.125130
26,-103.802672,50.069993
27,-108.876190,48.804138
28,-96.788358,39.037285
29,-112.960047,48.577244
30,-104.381257,48.979389
31,-103.550767,53.311636
32,-112.730899,55.675190
33,-121.418900,52.935717
34,-122.075986,49.338583
35,-116.613735,48.269590
36,-114.399091,47.944724
37,-121.350764,54.177300
38,-124.173156,59.120816
39,-116.701525,50.946187
40,-128.476925,56.994691
41,-126.248874,56.094836
42,-118.034509,54.813550
43,-115.010198,60.089965
44,-117.179521,45.501255
45,-105.406113,41.485472
46,-104.334601,38.271419
47,-101.361359,40.306683
48,-104.855290,45.106673
49,-109.065895,40.784883
50,-100.175163,38.665526
51,-100.302036,37.166456
52,-111.112401,39.968868
53,-112.384623,34.423295
54,-108.083654,39.866839
55,-115.911358,50.117401
56,-111.576950,49.351308
57,-122.822993,40.238663
58,-126.623784,42.245729
59,-119.827775,45.389866
60,-131.413051,47.115313
61,-123.351209,42.911915
62,-117.329535,42.485392
63,-108.996497,41.690768
64,-130.281962,49.474500
65,-111.026895,39.778272
66,-116.318666,45.518622
67,-112.837178,47.611687
68,-112.434624,39.756980
69,-121.063554,44.471163
70,-106.511219,38.225517
71,-103.553062,38.219800
72,-97.036123,39.259715
73,-95.261615,39.903310
74,-95.519928,37.404148
75,-108.330563,40.549424
76,-98.603002,41.590428
77,-90.146802,42.043390
78,-116.096400,46.762923
79,-116.600572,43.792908
80,-104.354142,39.129652
81,-104.508604,45.015730
82,-101.249765,39.882986
83,-93.513195,40.323152
84,-84.031482,29.552346
85,-102.795115,47.886339
86,-100.868905,42.970336
87,-101.687021,44.301595
88,-97.831612,44.105816
89,-87.355366,37.468864
90,-102.954767,40.317756
91,-99.559140,42.135116
92,-90.554063,35.462946
93,-106.871311,44.655648
94,-99.061338,33.390514
95,-107.594265,35.423292
96,-114.988673,40.922634
97,-105.033543,41.949085
98,-99.437314,35.286114
99,-100.640154,39.462546
100,-99.318906,36.878712
101,-84.332921,29.151776
102,-86.510042,29.115633
103,-91.786881,26.143303
104,-93.056794,32.457370
105,-95.091014,34.738459
106,-91.031376,28.333621
107,-93.487566,28.419125
108,-88.804138,36.256190
109,-86.694025,26.283729
110,-81.961341,29.476025
111,-84.513836,20.711783
112,-93.592864,24.018769
113,-105.977104,20.915195
114,-103.379909,26.764928
115,-92.579528,22.327009
116,-99.746974,34.113337
117,-109.730593,44.764182
118,-111.263737,40.991510
119,-89.612494,26.612559
120,-79.982357,20.237981
121,-92.823428,28.470459
122,-94.365945,31.753350
123,-79.330228,20.562574
124,-103.929522,36.471421
125,-100.809148,24.838326
126,-96.037954,23.961111
127,-91.260681,25.353562
128,-88.018791,29.750763
129,-92.500095,36.124971
130,-90.473945,35.085238
131,-93.024123,30.882294
132,-94.263228,30.835580
133,-93.310767,33.967142
134,-78.777979,19.417022
135,-81.232106,32.096993
136,-97.159016,39.505858
137,-83.818005,30.558655
138,-89.038906,37.085931
139,-86.926660,29.814518
140,-89.097459,24.373633
141,-95.385696,34.909273
142,-96.231800,26.955159
143,-96.625889,27.612457
144,-96.112257,32.378276
145,-100.639298,29.140996
146,-94.985221,34.536591
147,-96.238429,37.163095
148,-90.992951,33.035689
149,-95.361590,29.773942
150,-91.900916,33.337471
151,-93.747406,38.398130
152,-97.354713,33.604241
153,-99.597726,31.113368
154,-93.786296,31.517929
155,-99.002594,29.176442
156,-106.624939,29.376205
157,-94.783591,23.721369
158,-98.291172,23.227438
159,-104.024371,34.774497
160,-104.346495,32.513727
161,-91.729212,33.986062
162,-93.013358,25.466536
163,-99.220892,39.875302
164,-103.305759,38.401927
165,-86.790796,26.137634
166,-103.965719,33.638432
167,-100.047412,28.009944
168,-99.567951,36.694458
169,-103.394837,40.014999
170,-105.867467,34.236238
171,-103.433925,30.897116
172,-100.000642,41.431809
173,-105.069365,40.555589
174,-102.598916,38.359217
175,-93.400494,30.235674
176,-89.900743,30.120040
177,-97.076572,39.607548
178,-97.005153,38.568915
179,-99.571301,36.096841
180,-86.517906,37.096176
181,-98.138586,37.995011
182,-90.402604,34.526857
183,-95.115479,32.683836
184,-85.223148,30.265630
185,-86.771770,35.243111
186,-95.627699,28.975622
187,-101.693210,38.895379
188,-97.367245,30.686635
189,-95.716418,30.011101
190,-75.757923,22.980772
191,-85.088695,25.383806
192,-86.507055,31.708909
193,-81.707932,26.782804
194,-98.813576,28.760211
195,-104.425333,35.271939
196,-100.741025,31.579641
197,-96.484232,32.682468
198,-90.135962,34.494610
199,-99.351619,33.655285
200,-91.138868,25.188392
201,-99.078935,32.523336
202,-95.461203,38.790234
203,-84.743440,26.748991
204,-86.077968,25.215240
205,-93.181977,29.819593
206,-101.935813,33.827313
207,-100.885811,35.802292
208,-90.308930,27.659785
209,-89.635520,35.456942
210,-90.693512,34.391157
211,-90.491878,30.553684
212,-97.775929,30.324002
213,-99.535256,21.586776
214,-87.995027,19.022789
215,-91.915008,25.464982
216,-89.493278,31.862223
217,-80.191959,24.531835
218,-90.898514,30.050926
219,-83.225328,27.314126
220,-71.144710,24.748483
221,-81.123965,14.363719
222,-81.380423,14.237785
223,-95.344512,20.283183
224,-97.783516,18.438784
225,-93.084988,14.112857
226,-90.708450,21.909600
227,-87.692292,20.741043
228,-86.967587,14.728226
229,-94.697611,25.685112
230,-83.339441,30.409730
231,-84.954241,22.221509
232,-86.771086,15.076817
233,-72.209310,9.302323
234,-69.346226,12.639971
235,-81.081677,18.200287
236,-73.650553,16.529295
237,-80.339513,11.754558
238,-78.483891,17.935767
239,-74.927252,1.890525
240,-76.360103,10.534187
241,-87.418431,22.178017
242,-72.522266,18.199293
243,-94.406255,22.372399
244,-80.029823,17.088529
245,-82.791405,12.730921
246,-80.640912,12.538311
247,-84.234462,24.550502
248,-87.575637,22.247612
249,-76.934655,20.475197
250,-77.161328,15.882891
251,-70.791705,18.499113
252,-69.164471,20.600739
253,-79.949845,26.533881
254,-79.681874,22.067258
255,-81.978278,25.628221
256,-71.898918,21.278766
257,-79.974466,17.348154
258,-68.839821,15.983911
259,-72.683283,17.958858
260,-76.455582,16.526427
261,-77.694163,22.464695
262,-81.598275,31.391402
263,-82.328873,25.899717
264,-73.109377,17.771858
265,-73.768061,16.745500
266,-65.075295,18.293620
267,-75.867815,23.565109
268,-68.916282,15.831243
269,-85.284456,25.772953
270,-87.925917,24.867101
271,-67.686185,17.424598
272,-85.634366,12.417925
273,-81.068024,12.067407
274,-97.232766,12.364676
275,-88.385423,14.295326
276,-81.182045,12.081375
277,-94.810395,26.962451
278,-84.832339,21.114124
279,-91.453926,29.050741
280,-90.437043,33.306928
281,-100.985756,34.330050
282,-103.481568,39.806045
283,-111.605027,36.206434
284,-102.615504,30.240735
285,-92.021431,38.537087
286,-90.126851,31.372168
287,-86.724667,23.199837
288,-97.667130,26.060259
289,-98.786504,30.337774
290,-92.372803,17.382081
291,-75.319547,23.896674
292,-78.681861,25.027624
293,-80.718015,20.316100
294,-83.737078,17.275996
295,-86.324634,26.144072
296,-72.499952,26.887379
297,-72.487410,25.341600
298,-67.518118,20.782507
299,-67.501617,21.583821
300,-68.547988,21.667015
301,-65.723738,16.993729
302,-74.338794,19.061568
303,-81.783449,17.098833
304,-85.327755,25.952228
305,-89.195374,22.654608
306,-80.375613,15.225755
307,-82.274233,25.283608
308,-83.542671,25.914831
309,-79.906122,30.851159
310,-78.120240,23.202004
311,-82.188021,21.792737
312,-88.955110,25.090068
313,-92.916361,22.212247
314,-97.547065,22.718963
315,-96.753995,29.343233
316,-93.371924,20.263033
317,-91.612813,23.656758
318,-90.351628,21.699270
319,-87.113052,19.415487
320,-71.860871,10.904309
321,-69.032931,11.419088
322,-77.042072,13.085510
323,-81.916779,10.903133
324,-72.315410,13.578148
325,-83.889023,22.424222
326,-82.694869,22.834573
327,-76.121806,23.511754
328,-69.748042,22.369100
329,-74.485789,17.000632
330,-85.940498,22.308684
331,-77.229237,19.922502
332,-80.052043,19.639486
333,-83.937410,23.547560
334,-86.333522,22.783640
335,-84.519298,18.677440
336,-92.294419,27.166813
337,-84.308999,20.437464
338,-91.369763,34.750479
