N = 100, P = 6, g = 1.400000, T = 1.000000, l = 10, Block = 1, Number of Blocks = 1, Number of Steps = 100000
MC Step, Potential Energy, Correlation
1,-277.200000,99.000000
2,-248.228094,89.106755
3,-227.798018,77.728516
4,-215.682029,74.211242
5,-210.205980,74.287696
6,-199.826046,71.389865
7,-207.857129,71.608520
8,-209.850510,72.480728
9,-190.930290,65.684094
10,-184.532210,71.900031
11,-179.489304,68.637963
12,-201.399459,63.695867
13,-201.489988,66.015678
14,-201.956229,64.197550
15,-207.804659,70.788849
16,-188.211375,59.546322
17,-193.075539,68.293535
18,-169.043865,57.628233
19,-179.594774,57.786022
20,-167.659100,54.986031
21,-171.944061,57.149945
22,-177.542586,49.204542
23,-172.356479,50.068781
24,-184.458936,54.450078
25,-181.464206,53.511221
26,-181.799790,60.622042
27,-184.224925,68.516829
28,-189.689144,60.300435
29,-210.304834,69.044284
30,-182.797055,56.319801
31,-189.543258,56.144193
32,-197.010943,61.936867
33,-200.143414,60.794907
34,-189.993073,60.614850
35,-188.612754,54.780593
36,-175.182672,55.626974
37,-195.293663,54.929966
38,-197.820721,55.632978
39,-178.296839,43.718222
40,-170.885445,41.533351
41,-178.253112,50.268605
42,-182.083449,56.097351
43,-187.736429,56.646258
44,-187.877017,48.499986
45,-159.239973,43.947330
46,-177.850840,45.854670
47,-163.443230,45.123620
48,-179.117780,51.307793
49,-152.122722,47.804680
50,-176.637443,52.143856
51,-174.707109,46.685887
52,-172.965560,56.508289
53,-180.259543,61.552337
54,-182.141812,69.973041
55,-175.521485,63.550909
56,-173.140474,58.025045
57,-180.589687,53.699514
58,-197.623837,55.067863
59,-188.458105,59.871191
60,-188.768775,57.020888
61,-190.933696,56.822097
62,-190.752120,68.243168
63,-201.058693,63.229972
64,-197.526338,60.249567
65,-181.990337,56.274892
66,-194.138027,54.438330
67,-182.015437,58.531564
68,-191.949541,52.893196
69,-192.551899,58.367603
70,-172.082902,51.614104
71,-174.518741,51.356770
72,-177.216759,60.206860
73,-176.300702,51.445697
74,-182.909846,54.188352
75,-183.550823,58.075009
76,-173.838577,51.688553
77,-174.370247,50.104562
78,-179.088953,60.946753
79,-184.022998,60.035217
80,-153.885537,53.212196
81,-172.446052,55.648011
82,-186.991614,59.213313
83,-169.510808,54.368837
84,-158.950356,49.874924
85,-181.087640,67.268743
86,-194.137766,60.007272
87,-177.435796,56.986156
88,-184.450106,53.255255
89,-173.110639,60.041254
90,-190.192855,57.170772
91,-196.672875,64.800912
92,-168.838488,51.306971
93,-200.683811,61.892134
94,-204.085371,61.848298
95,-207.343525,64.637009
96,-200.051389,71.194181
97,-187.873519,62.711755
98,-180.483433,59.846540
99,-193.240529,66.848123
100,-193.441843,65.381111
101,-178.969301,55.145520
102,-171.576218,48.187983
103,-181.389121,49.559291
104,-171.480394,44.091366
105,-170.829075,47.968098
106,-167.288323,40.746242
107,-178.164662,48.735517
108,-171.789541,45.215194
109,-179.583422,41.529599
110,-174.955740,50.607570
111,-167.434574,47.217079
112,-171.786328,47.866290
113,-172.349154,39.151561
114,-181.965638,46.138133
115,-172.965759,40.092507
116,-189.300656,48.580230
117,-178.920488,43.619708
118,-197.209880,43.042814
119,-191.671519,44.965766
120,-190.786149,53.384593
121,-177.962810,54.646020
122,-185.020358,52.020947
123,-180.790636,50.187035
124,-172.873430,45.354224
125,-183.734109,58.310075
126,-182.743923,47.469010
127,-171.274026,49.330543
128,-174.255568,43.430704
129,-179.330544,50.513502
130,-182.482495,52.756398
131,-179.968884,50.415515
132,-171.495140,53.520261
133,-195.851696,53.741240
134,-162.310882,41.652007
135,-175.712769,45.683970
136,-197.583313,56.659351
137,-193.125512,58.789062
138,-194.894278,62.090313
139,-189.176656,62.812042
140,-182.745152,52.063542
141,-169.661755,57.406478
142,-189.454980,59.709375
143,-183.870990,60.027988
144,-181.028583,55.937555
145,-184.360301,60.688081
146,-190.390804,55.963800
147,-183.947483,55.050701
148,-180.415947,60.042946
149,-187.404134,57.616543
150,-184.578916,50.353129
151,-209.221552,65.259489
152,-186.201015,62.564945
153,-183.523481,53.240788
154,-165.409192,53.408849
155,-173.071536,52.995014
156,-178.465154,51.574844
157,-179.412297,50.989611
158,-178.984282,45.854660
159,-179.115094,52.419503
160,-189.007928,58.719689
161,-194.278253,61.951244
162,-171.500451,44.059547
163,-177.273760,49.824996
164,-176.180489,54.741308
165,-188.475209,57.547726
166,-196.379949,63.979300
167,-196.972306,60.690366
168,-198.093289,52.288542
169,-182.690723,52.156954
170,-182.013771,54.202774
171,-174.275017,45.526219
172,-187.654307,51.654674
173,-182.603844,55.740738
174,-182.952895,57.805381
175,-166.211065,52.175765
176,-179.930167,60.407690
177,-182.100249,60.136481
178,-179.909003,60.466884
179,-201.440843,59.698406
180,-183.259819,57.366026
181,-198.518774,62.174408
182,-189.143295,55.634755
183,-182.969396,52.582669
184,-171.389276,43.635715
185,-177.480694,46.862562
186,-169.658552,39.738396
187,-179.799385,49.123146
188,-179.137825,52.106087
189,-171.302832,37.613098
190,-170.142045,41.683444
191,-186.051580,40.107809
192,-165.813376,37.678792
193,-160.382192,41.045292
194,-160.614553,41.285368
195,-174.580427,45.472123
196,-180.684194,47.300977
197,-174.312782,51.280833
198,-178.411258,51.801063
199,-177.425884,50.019694
200,-179.838651,44.769164
201,-176.542641,45.358720
202,-177.641599,46.115175
203,-175.422436,40.618962
204,-166.759364,40.719356
205,-180.972050,56.159782
206,-177.259878,55.973259
207,-174.892738,50.331098
208,-185.709426,56.334424
209,-172.214589,53.496788
210,-171.269495,57.395609
