N = 100, P = 6, g = 2.000000, T = 1.000000, l = 10, Block = 1, Number of Blocks = 1, Number of Steps = 100000
MC Step, Potential Energy, Correlation
1,-396.000000,99.000000
2,-358.372699,89.712945
3,-324.777717,77.991132
4,-306.623601,75.143537
5,-305.708154,76.539187
6,-292.917514,74.733314
7,-304.873645,72.211364
8,-315.813165,74.812855
9,-305.580409,73.229590
10,-307.468687,70.015466
11,-300.637107,73.770713
12,-285.918747,62.215376
13,-312.064935,65.272446
14,-293.720784,62.650189
15,-286.198516,63.473525
16,-272.122266,56.427210
17,-301.254847,65.011149
18,-297.562201,67.230252
19,-303.798149,71.123255
20,-283.155731,72.561971
21,-277.636510,63.745761
22,-295.728752,62.126683
23,-274.506893,58.448122
24,-290.783851,61.168290
25,-300.601409,65.262058
26,-284.766115,62.190169
27,-299.887752,60.719976
28,-292.402617,58.413657
29,-279.428681,60.840695
30,-271.263705,54.361918
31,-272.889217,55.346559
32,-300.608338,68.953611
33,-282.280230,61.939310
34,-286.008803,64.386048
35,-274.159889,58.689505
36,-258.983759,58.652164
37,-283.410286,58.560105
38,-278.916053,58.440429
39,-295.172665,64.140783
40,-284.470800,65.162922
41,-289.288505,62.213166
42,-291.319934,69.772735
43,-285.150524,66.312038
44,-299.671564,72.829104
45,-281.212553,61.140521
46,-277.095709,54.019561
47,-261.405115,49.390668
48,-284.000339,61.613034
49,-288.594707,55.884887
50,-287.320252,55.229903
51,-282.825134,54.990710
52,-304.224677,72.625287
53,-281.418588,69.220143
54,-297.797014,71.668865
55,-281.573725,70.762850
56,-261.751861,65.585768
57,-296.867204,65.754788
58,-308.274869,66.363063
59,-295.382449,68.544069
60,-297.889611,69.226310
61,-304.236685,68.148763
62,-312.966156,72.736535
63,-311.150575,73.315671
64,-298.255236,69.548267
65,-290.759376,69.972418
66,-284.549683,68.900270
67,-301.775227,72.465450
68,-297.436977,69.166255
69,-300.674200,71.378284
70,-275.785855,59.918392
71,-282.788307,63.056224
72,-286.311734,65.002126
73,-312.377445,67.052006
74,-273.350564,56.895659
75,-273.861291,58.986690
76,-277.173592,59.796795
77,-292.887780,61.721554
78,-282.821520,63.790099
79,-278.589022,60.590610
80,-275.090889,59.192959
81,-273.300970,60.665232
