N = 3, l = 10, Steps = 100000
g,T,P,tau,Potential Mean,Potential Error,Correlation Mean,Correlation Error
2.0,1.0,6,0.16666666666666666,-5.102037958007812,0.02057683307068123,0.9565066879730224,0.013357427275192305
0.2,1.0,1,1.0,-0.14439850370788573,0.0012962437849469827,0.15478243743896486,0.004213362813737356
2.0,1.0,1,1.0,-6.563404610107422,0.00518021500702922,1.4413446017913818,0.0029961911901619787
0.2,1.0,6,0.16666666666666666,-0.07297640625,0.004211174474216946,0.06534564184570313,0.013657349668171476
0.2,1.0,2,0.5,-0.06945629248046875,0.0017935785117657445,0.07059838430786132,0.006010112182169959
2.0,1.0,2,0.5,-5.071147317947387,0.011901426023317117,0.9335085531158447,0.006193557144514729
