N = 3, l = 10, Steps = 100000
g,T,Potential Mean,Potential Error,Correlation Mean,Correlation Error
2.0,1.0,-4.9297973346022514,0.10902012579872464,0.8813231263610943,0.03853878312250507
0.2,1.0,-0.06140867844681612,0.005466119030598491,0.05985367363152545,0.0025509437371065338
